ctrl,variable,block_path,pin,direction,note
H11,CirculatingWaterPmpA_ON,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/DigitalPeerIOHealth_235,OUT,O,tool logic sheet 2026-09-24 (Software_Peer_Inputs_BOP pages): OUT -> local value
H11,WSC1.1-HS-CW011-2.ON,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/DigitalPeerIOHealth_236,PEER_INPUT,I,"tool logic sheet 2026-09-24 (Software_Peer_Inputs_BOP pages): PEER_INPUT <- consumed peer boolean; PEER_IO_HEALTHY TRUE, PEER_IO_NOT_HEALTHY FALSE, BQ_TD 0, UNHEALTHY unconnected"
H11,CirculatingWaterPmpB_ON,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/DigitalPeerIOHealth_236,OUT,O,tool logic sheet 2026-09-24 (Software_Peer_Inputs_BOP pages): OUT -> local value
H11,WSC1.1-HS-CW011-3.ON,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/DigitalPeerIOHealth_237,PEER_INPUT,I,"tool logic sheet 2026-09-24 (Software_Peer_Inputs_BOP pages): PEER_INPUT <- consumed peer boolean; PEER_IO_HEALTHY TRUE, PEER_IO_NOT_HEALTHY FALSE, BQ_TD 0, UNHEALTHY unconnected"
H11,CirculatingWaterPmpC_ON,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/DigitalPeerIOHealth_237,OUT,O,tool logic sheet 2026-09-24 (Software_Peer_Inputs_BOP pages): OUT -> local value
H11,di_BSDGOn,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/DigitalPeerIOHealth_221,OUT,O,tool logic sheet 2026-09-24 (Software_Peer_Inputs_BOP pages): OUT -> local value; PEER_INPUT is the constant 0 (black start not applicable per the sheet note)
H12,WSC1.ai_LpBypOutTempA,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_44,PEER_INPUT,I,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; PEER_INPUT <- consumed peer value; H_FLT/L_FLT +-1e7, FLT_HYST 0, BQ_TD 0"
H12,WSC1.ai_LpBypOutTempA.BQ,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_44,PEER_IO_NOT_HEALTHY,I,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; PEER_IO_NOT_HEALTHY <- consumed peer bad-quality (PEER_IO_HEALTHY = TRUE)"
H12,LpBypOutTempA,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_44,OUT,O,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; OUT -> local value"
H12,LpBypOutTempA_BQ,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_44,UNHEALTHY,O,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; UNHEALTHY -> local _BQ"
H12,WSC1.ai_LpBypOutTempB,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_45,PEER_INPUT,I,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; PEER_INPUT <- consumed peer value; H_FLT/L_FLT +-1e7, FLT_HYST 0, BQ_TD 0"
H12,WSC1.ai_LpBypOutTempB.BQ,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_45,PEER_IO_NOT_HEALTHY,I,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; PEER_IO_NOT_HEALTHY <- consumed peer bad-quality (PEER_IO_HEALTHY = TRUE)"
H12,LpBypOutTempB,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_45,OUT,O,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; OUT -> local value"
H12,LpBypOutTempB_BQ,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_45,UNHEALTHY,O,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; UNHEALTHY -> local _BQ"
H12,WSC1.ai_LpBypOutTempC,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_46,PEER_INPUT,I,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; PEER_INPUT <- consumed peer value; H_FLT/L_FLT +-1e7, FLT_HYST 0, BQ_TD 0"
H12,WSC1.ai_LpBypOutTempC.BQ,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_46,PEER_IO_NOT_HEALTHY,I,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; PEER_IO_NOT_HEALTHY <- consumed peer bad-quality (PEER_IO_HEALTHY = TRUE)"
H12,LpBypOutTempC,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_46,OUT,O,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; OUT -> local value"
H12,LpBypOutTempC_BQ,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_46,UNHEALTHY,O,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; UNHEALTHY -> local _BQ"
H12,WSC1.ai_LpBypCondInletTempA,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_47,PEER_INPUT,I,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; PEER_INPUT <- consumed peer value; H_FLT/L_FLT +-1e7, FLT_HYST 0, BQ_TD 0"
H12,WSC1.ai_LpBypCondInletTempA.BQ,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_47,PEER_IO_NOT_HEALTHY,I,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; PEER_IO_NOT_HEALTHY <- consumed peer bad-quality (PEER_IO_HEALTHY = TRUE)"
H12,LpBypCondInletTempA,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_47,OUT,O,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; OUT -> local value"
H12,LpBypCondInletTempA_BQ,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_47,UNHEALTHY,O,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; UNHEALTHY -> local _BQ"
H12,WSC1.ai_LpBypCondInletTempB,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_48,PEER_INPUT,I,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; PEER_INPUT <- consumed peer value; H_FLT/L_FLT +-1e7, FLT_HYST 0, BQ_TD 0"
H12,WSC1.ai_LpBypCondInletTempB.BQ,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_48,PEER_IO_NOT_HEALTHY,I,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; PEER_IO_NOT_HEALTHY <- consumed peer bad-quality (PEER_IO_HEALTHY = TRUE)"
H12,LpBypCondInletTempB,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_48,OUT,O,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; OUT -> local value"
H12,LpBypCondInletTempB_BQ,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_48,UNHEALTHY,O,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; UNHEALTHY -> local _BQ"
H12,WSC1.ai_LpBypCondInletTempC,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_49,PEER_INPUT,I,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; PEER_INPUT <- consumed peer value; H_FLT/L_FLT +-1e7, FLT_HYST 0, BQ_TD 0"
H12,WSC1.ai_LpBypCondInletTempC.BQ,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_49,PEER_IO_NOT_HEALTHY,I,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; PEER_IO_NOT_HEALTHY <- consumed peer bad-quality (PEER_IO_HEALTHY = TRUE)"
H12,LpBypCondInletTempC,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_49,OUT,O,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; OUT -> local value"
H12,LpBypCondInletTempC_BQ,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_49,UNHEALTHY,O,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; UNHEALTHY -> local _BQ"
H12,WSC1.LpBypCondInletTemp,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_50,PEER_INPUT,I,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; PEER_INPUT <- consumed peer value; H_FLT/L_FLT +-1e7, FLT_HYST 0, BQ_TD 0"
H12,WSC1.LpBypCondInletTemp.BQ,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_50,PEER_IO_NOT_HEALTHY,I,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; PEER_IO_NOT_HEALTHY <- consumed peer bad-quality (PEER_IO_HEALTHY = TRUE)"
H12,LpBypCondInletTemp,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_50,OUT,O,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; OUT -> local value"
H12,LpBypCondInletTemp_BQ,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_50,UNHEALTHY,O,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; UNHEALTHY -> local _BQ"
H12,WSC1.LpBypOutTemp,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_51,PEER_INPUT,I,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; PEER_INPUT <- consumed peer value; H_FLT/L_FLT +-1e7, FLT_HYST 0, BQ_TD 0"
H12,WSC1.LpBypOutTemp.BQ,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_51,PEER_IO_NOT_HEALTHY,I,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; PEER_IO_NOT_HEALTHY <- consumed peer bad-quality (PEER_IO_HEALTHY = TRUE)"
H12,LpBypOutTemp,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_51,OUT,O,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; OUT -> local value"
H12,LpBypOutTemp_BQ,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_51,UNHEALTHY,O,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; UNHEALTHY -> local _BQ"
H12,BOPM1B.C10LCM10BL901_XQ01AOut,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_53,PEER_INPUT,I,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; PEER_INPUT <- consumed peer value (note: _53 = A, _52 = B, _54 = C)"
H12,BOPM1B.C10LCM10BL901_XQ01.ABQ,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_53,PEER_IO_NOT_HEALTHY,I,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; PEER_IO_NOT_HEALTHY <- consumed peer bad-quality"
H12,ADVLvlA,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_53,OUT,O,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; OUT -> local value"
H12,ADVLvlA_BQ,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_53,UNHEALTHY,O,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; UNHEALTHY -> local _BQ"
H12,BOPM1B.C10LCM10BL901_XQ01BOut,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_52,PEER_INPUT,I,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; PEER_INPUT <- consumed peer value (note: _53 = A, _52 = B, _54 = C)"
H12,BOPM1B.C10LCM10BL901_XQ01.BBQ,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_52,PEER_IO_NOT_HEALTHY,I,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; PEER_IO_NOT_HEALTHY <- consumed peer bad-quality"
H12,ADVLvlB,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_52,OUT,O,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; OUT -> local value"
H12,ADVLvlB_BQ,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_52,UNHEALTHY,O,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; UNHEALTHY -> local _BQ"
H12,BOPM1B.C10LCM10BL901_XQ01COut,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_54,PEER_INPUT,I,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; PEER_INPUT <- consumed peer value (note: _53 = A, _52 = B, _54 = C)"
H12,BOPM1B.C10LCM10BL901_XQ01.CBQ,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_54,PEER_IO_NOT_HEALTHY,I,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; PEER_IO_NOT_HEALTHY <- consumed peer bad-quality"
H12,ADVLvlC,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_54,OUT,O,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; OUT -> local value"
H12,ADVLvlC_BQ,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_54,UNHEALTHY,O,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; UNHEALTHY -> local _BQ"
H12,WSC1.C10LCC10GP001XB01,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/DigitalPeerIOHealth_229,PEER_INPUT,I,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; PEER_INPUT <- consumed peer boolean; PEER_IO_HEALTHY TRUE, PEER_IO_NOT_HEALTHY FALSE, BQ_TD 0, UNHEALTHY unconnected"
H12,CondPump1_ON,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/DigitalPeerIOHealth_229,OUT,O,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; OUT -> local value"
H12,WSC1.C10LCC20GP001XB01,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/DigitalPeerIOHealth_230,PEER_INPUT,I,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; PEER_INPUT <- consumed peer boolean; PEER_IO_HEALTHY TRUE, PEER_IO_NOT_HEALTHY FALSE, BQ_TD 0, UNHEALTHY unconnected"
H12,CondPump2_ON,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/DigitalPeerIOHealth_230,OUT,O,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; OUT -> local value"
H12,WSC1.C10LCC30GP001XB01,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/DigitalPeerIOHealth_231,PEER_INPUT,I,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; PEER_INPUT <- consumed peer boolean; PEER_IO_HEALTHY TRUE, PEER_IO_NOT_HEALTHY FALSE, BQ_TD 0, UNHEALTHY unconnected"
H12,CondPump3_ON,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/DigitalPeerIOHealth_231,OUT,O,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; OUT -> local value"
H12,BOPM1A.C10LAC50GP001.ON,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/DigitalPeerIOHealth_232,PEER_INPUT,I,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; PEER_INPUT <- consumed peer boolean; PEER_IO_HEALTHY TRUE, PEER_IO_NOT_HEALTHY FALSE, BQ_TD 0, UNHEALTHY unconnected"
H12,HpFWPump1_ON,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/DigitalPeerIOHealth_232,OUT,O,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; OUT -> local value"
H12,BOPM1A.C10LAC60GP001.ON,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/DigitalPeerIOHealth_233,PEER_INPUT,I,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; PEER_INPUT <- consumed peer boolean; PEER_IO_HEALTHY TRUE, PEER_IO_NOT_HEALTHY FALSE, BQ_TD 0, UNHEALTHY unconnected"
H12,HpFWPump2_ON,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/DigitalPeerIOHealth_233,OUT,O,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; OUT -> local value"
H12,BOPM1A.C10LAC70GP001.ON,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/DigitalPeerIOHealth_234,PEER_INPUT,I,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; PEER_INPUT <- consumed peer boolean; PEER_IO_HEALTHY TRUE, PEER_IO_NOT_HEALTHY FALSE, BQ_TD 0, UNHEALTHY unconnected"
H12,HpFWPump3_ON,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/DigitalPeerIOHealth_234,OUT,O,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; OUT -> local value"
H12,WSC1.1-HS-CW011-1.ON,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/DigitalPeerIOHealth_235,PEER_INPUT,I,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; PEER_INPUT <- consumed peer boolean; PEER_IO_HEALTHY TRUE, PEER_IO_NOT_HEALTHY FALSE, BQ_TD 0, UNHEALTHY unconnected"
H12,CirculatingWaterPmpA_ON,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/DigitalPeerIOHealth_235,OUT,O,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; OUT -> local value"
H12,WSC1.1-HS-CW011-2.ON,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/DigitalPeerIOHealth_236,PEER_INPUT,I,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; PEER_INPUT <- consumed peer boolean; PEER_IO_HEALTHY TRUE, PEER_IO_NOT_HEALTHY FALSE, BQ_TD 0, UNHEALTHY unconnected"
H12,CirculatingWaterPmpB_ON,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/DigitalPeerIOHealth_236,OUT,O,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; OUT -> local value"
H12,WSC1.1-HS-CW011-3.ON,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/DigitalPeerIOHealth_237,PEER_INPUT,I,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; PEER_INPUT <- consumed peer boolean; PEER_IO_HEALTHY TRUE, PEER_IO_NOT_HEALTHY FALSE, BQ_TD 0, UNHEALTHY unconnected"
H12,CirculatingWaterPmpC_ON,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/DigitalPeerIOHealth_237,OUT,O,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; OUT -> local value"
H12,di_BSDGOn,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/DigitalPeerIOHealth_221,OUT,O,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; OUT -> local value; PEER_INPUT is the constant 0 (black start not applicable per the sheet note)"
# --- 2026-09-24 more sheets: AnalogPeerIOHealth_64..66 (condenser pressure), _71..78 (hotwell level sets C10MAG11/20/21); voter pins named on the sheet labels
H11,BOPM1B.C10MAG10BP901_XQ01AOut,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_64,PEER_INPUT,I,"tool logic sheet 2026-09-24 (Software_Peer_Inputs_BOP pages): PEER_INPUT <- consumed peer value; H_FLT/L_FLT +-1e7, FLT_HYST 0, BQ_TD 0"
H11,BOPM1B.C10MAG10BP901_XQ01.ABQ,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_64,PEER_IO_NOT_HEALTHY,I,tool logic sheet 2026-09-24 (Software_Peer_Inputs_BOP pages): PEER_IO_NOT_HEALTHY <- consumed peer bad-quality (PEER_IO_HEALTHY = TRUE)
H11,CondPressA,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_64,OUT,O,tool logic sheet 2026-09-24 (Software_Peer_Inputs_BOP pages): OUT -> local value
H11,CondPressA_BQ,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_64,UNHEALTHY,O,tool logic sheet 2026-09-24 (Software_Peer_Inputs_BOP pages): UNHEALTHY -> local _BQ
H11,BOPM1B.C10MAG10BP901_XQ01BOut,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_65,PEER_INPUT,I,"tool logic sheet 2026-09-24 (Software_Peer_Inputs_BOP pages): PEER_INPUT <- consumed peer value; H_FLT/L_FLT +-1e7, FLT_HYST 0, BQ_TD 0"
H11,BOPM1B.C10MAG10BP901_XQ01.BBQ,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_65,PEER_IO_NOT_HEALTHY,I,tool logic sheet 2026-09-24 (Software_Peer_Inputs_BOP pages): PEER_IO_NOT_HEALTHY <- consumed peer bad-quality (PEER_IO_HEALTHY = TRUE)
H11,CondPressB,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_65,OUT,O,tool logic sheet 2026-09-24 (Software_Peer_Inputs_BOP pages): OUT -> local value
H11,CondPressB_BQ,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_65,UNHEALTHY,O,tool logic sheet 2026-09-24 (Software_Peer_Inputs_BOP pages): UNHEALTHY -> local _BQ
H11,BOPM1B.C10MAG10BP901_XQ01COut,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_66,PEER_INPUT,I,"tool logic sheet 2026-09-24 (Software_Peer_Inputs_BOP pages): PEER_INPUT <- consumed peer value; H_FLT/L_FLT +-1e7, FLT_HYST 0, BQ_TD 0"
H11,BOPM1B.C10MAG10BP901_XQ01.CBQ,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_66,PEER_IO_NOT_HEALTHY,I,tool logic sheet 2026-09-24 (Software_Peer_Inputs_BOP pages): PEER_IO_NOT_HEALTHY <- consumed peer bad-quality (PEER_IO_HEALTHY = TRUE)
H11,CondPressC,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_66,OUT,O,tool logic sheet 2026-09-24 (Software_Peer_Inputs_BOP pages): OUT -> local value
H11,CondPressC_BQ,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_66,UNHEALTHY,O,tool logic sheet 2026-09-24 (Software_Peer_Inputs_BOP pages): UNHEALTHY -> local _BQ
H11,WSC1.C10MAG11BL901_XQ01BOut,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_71,PEER_INPUT,I,"tool logic sheet 2026-09-24 (Software_Peer_Inputs_BOP pages): PEER_INPUT <- consumed peer value; H_FLT/L_FLT +-1e7, FLT_HYST 0, BQ_TD 0"
H11,WSC1.C10MAG11BL901_XQ01.BBQ,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_71,PEER_IO_NOT_HEALTHY,I,tool logic sheet 2026-09-24 (Software_Peer_Inputs_BOP pages): PEER_IO_NOT_HEALTHY <- consumed peer bad-quality (PEER_IO_HEALTHY = TRUE)
H11,CondHotWellLvlB_C10MAG11,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_71,OUT,O,tool logic sheet 2026-09-24 (Software_Peer_Inputs_BOP pages): OUT -> local value
H11,CondHotWellLvlB_C10MAG11_BQ,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_71,UNHEALTHY,O,tool logic sheet 2026-09-24 (Software_Peer_Inputs_BOP pages): UNHEALTHY -> local _BQ
H11,WSC1.C10MAG11BL901_XQ01COut,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_72,PEER_INPUT,I,"tool logic sheet 2026-09-24 (Software_Peer_Inputs_BOP pages): PEER_INPUT <- consumed peer value; H_FLT/L_FLT +-1e7, FLT_HYST 0, BQ_TD 0"
H11,WSC1.C10MAG11BL901_XQ01.CBQ,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_72,PEER_IO_NOT_HEALTHY,I,tool logic sheet 2026-09-24 (Software_Peer_Inputs_BOP pages): PEER_IO_NOT_HEALTHY <- consumed peer bad-quality (PEER_IO_HEALTHY = TRUE)
H11,CondHotWellLvlC_C10MAG11,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_72,OUT,O,tool logic sheet 2026-09-24 (Software_Peer_Inputs_BOP pages): OUT -> local value
H11,CondHotWellLvlC_C10MAG11_BQ,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_72,UNHEALTHY,O,tool logic sheet 2026-09-24 (Software_Peer_Inputs_BOP pages): UNHEALTHY -> local _BQ
